"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.1","-82.1","31.9","-58.5","6.1"
"Actual(MU)","118.7","-110.5","38.6","-56.1","7.3"
"O/D/U/D(MU)","15.6","-28.4","6.7","2.4","1.2"
