"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","148.5","-142.1","70.6","-78.4","-2.1","-3.5"
"Actual(MU)","140.0","-150.3","80.3","-73.6","0.4","-3.2"
"O/D/U/D(MU)","-8.5","-8.2","9.7","4.8","2.5","0.3"
