"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.6","-83.0","32.5","-68.8","3.3"
"Actual(MU)","132.4","-99.7","28.1","-64.9","5.3"
"O/D/U/D(MU)","16.8","-16.7","-4.4","3.9","2.0"
