"","NR","WR","SR","ER","NER","All India"
"Coal","408","875","386","325","7","2001"
"Lignite","15","13","46","0","0","74"
"Hydro","234","97","149","131","27","637"
"Nuclear","23","31","59","0","0","112"
"Gas, Naptha & Diesel","25","59","16","0","27","127"
"RES (Wind, Solar, Biomass & Others)","55","65","114","2","0","236"
"Total","759","1140","769","458","61","3187"
