"","NR","WR","SR","ER","NER"
"Schedule(MU)","132.0","-113.6","38.5","-62.2","2.1"
"Actual(MU)","106.8","-101.1","39.8","-51.3","5.0"
"O/D/U/D(MU)","-25.2","12.5","1.3","10.9","2.9"
