"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.1","0.0","82.6","17.4"
"SR GRID","0.0","0.0","3.3","13.0","3.3","93.2","3.5"
