"","NR","WR","SR","ER","NER"
"Schedule(MU)","87.7","-103.3","35.8","-33.6","5.8"
"Actual(MU)","83.8","-100.3","40.1","-39.3","11.2"
"O/D/U/D(MU)","-3.9","3.0","4.3","-5.7","5.4"
