"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10632","0","234.5","140.3","-2.3","24","0.0"
"","Haryana","9765","0","212.3","154.2","-0.7","207","0.0"
"","Rajasthan","11451","0","249.6","68.3","0.3","381","0.0"
"","Delhi","6744","0","137.8","116.2","-0.6","170","0.0"
"","UP","17039","2635","339.7","160.6","0.2","698","1.7"
"","Uttarakhand","1944","0","41.1","14.5","0.2","170","0.0"
"","HP","1449","0","29.8","-0.4","0.9","182","0.1"
"","J&K","2038","509","43.5","20.5","1.4","400","10.0"
"","Chandigarh","260","0","5.4","6.2","-0.8","0","0.0"
"WR","Chhattisgarh","4138","0","96.0","27.7","0.5","498","0.7"
"","Gujarat","16255","0","362.9","79.0","3.4","648","0.0"
"","MP","8572","0","189.1","80.7","0.0","518","0.0"
"","Maharashtra","18428","0","407.6","108.7","0.2","610","0.0"
"","Goa","541","0","11.6","10.3","0.7","76","0.0"
"","DD","344","0","7.7","7.0","0.7","111","0.0"
"","DNH","788","0","18.6","18.9","-0.4","103","0.0"
"","Essar steel","316","0","5.6","5.5","0.1","334","0.0"
"SR","Andhra Pradesh","9238","0","189.0","26.3","1.7","806","0.0"
"","Telangana","7900","0","169.9","84.5","0.7","750","0.0"
"","Karnataka","10403","0","196.5","50.4","4.2","813","0.0"
"","Kerala","3575","25","70.1","56.1","2.4","278","0.0"
"","Tamil Nadu","14962","68","334.7","179.3","0.2","750","0.0"
"","Pondy","396","0","8.2","8.3","-0.1","42","0.0"
"ER","Bihar","4442","0","69.9","70.5","-1.2","500","0.0"
"","DVC","3117","0","66.6","-40.9","-0.4","300","0.0"
"","Jharkhand","1006","0","23.9","14.0","0.0","80","0.0"
"","Odisha","4362","0","89.7","34.5","4.3","500","0.0"
"","West Bengal","8675","0","152.9","66.2","2.0","300","0.0"
"","Sikkim","89","0","1.1","1.1","0.0","25","0.0"
"NER","Arunachal Pradesh","124","0","2.2","2.7","-0.4","41","0.0"
"","Assam","1446","260","26.5","20.0","0.9","152","1.9"
"","Manipur","158","2","2.3","2.1","0.2","77","0.0"
"","Meghalaya","316","0","6.3","-1.3","0.7","63","0.0"
"","Mizoram","86","1","1.4","1.1","0.0","17","0.0"
"","Nagaland","133","3","2.3","2.0","-0.1","34","0.0"
"","Tripura","280","2","3.6","2.6","-0.1","80","0.0"
