"","NR","WR","SR","ER","NER"
"Schedule(MU)","132.4","-101.6","38.9","-75.3","7.2"
"Actual(MU)","149.2","-122.7","34.8","-72.7","8.6"
"O/D/U/D(MU)","16.8","-21.1","-4.1","2.6","1.4"
