"","NR","WR","SR","ER","NER"
"Schedule(MU)","127.3","-107.5","26.0","-45.7","1.7"
"Actual(MU)","124.7","-122.2","32.7","-40.5","4.2"
"O/D/U/D(MU)","-2.6","-14.7","6.7","5.2","2.5"
