"","NR","WR","SR","ER","NER"
"Schedule(MU)","101.3","-61.6","35.4","-81.5","6.3"
"Actual(MU)","89.9","-52.8","36.5","-78.1","4.6"
"O/D/U/D(MU)","-11.4","8.7","1.1","3.4","-1.7"
