"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","44605","39257","32618","17880","2309","136669"
"Peak Shortage (MW)","832","191","0","0","203","1226"
"Energy Met (MU)","998","877","738","385","44","3041"
"Hydro Gen(MU)","357","80","40","66","28","570"
"Wind Gen(MU)","17","59","81","----------","----------","157"
