"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5067","0","91.1","17.8","0.5","168","0.0"
"","Haryana","5934","278","107.1","66.1","2.9","243","0.1"
"","Rajasthan","9521","401","194.6","57.8","6.0","472","6.1"
"","Delhi","3304","0","56.0","43.1","-0.5","182","0.0"
"","UP","12232","115","269.7","81.8","0.2","282","0.0"
"","Uttarakhand","1787","0","33.1","16.3","0.6","174","0.1"
"","HP","1459","0","25.6","18.9","0.2","103","0.1"
"","J&K","2059","515","42.1","36.0","1.4","173","9.9"
"","Chandigarh","176","0","3.1","3.4","-0.3","6","0.0"
"WR","Chhattisgarh","3199","0","69.1","18.8","-0.1","230","0.0"
"","Gujarat","13802","0","302.4","79.2","3.1","741","0.0"
"","MP","11825","0","234.0","153.4","-0.6","494","0.0"
"","Maharashtra","21121","0","437.9","152.2","2.5","435","0.0"
"","Goa","444","0","9.0","9.8","-0.7","22","0.0"
"","DD","325","0","7.3","6.3","1.0","79","0.0"
"","DNH","765","0","17.6","17.0","0.6","67","0.0"
"","Essar steel","472","0","9.8","9.9","0.0","157","0.0"
"SR","Andhra Pradesh","8087","0","169.6","65.2","2.0","468","0.0"
"","Telangana","6649","0","144.5","61.3","-2.1","352","0.0"
"","Karnataka","8978","0","197.2","87.8","2.0","479","0.0"
"","Kerala","3419","0","66.8","51.6","1.5","288","0.0"
"","Tamil Nadu","13608","0","295.2","151.4","3.4","462","0.0"
"","Pondy","331","0","6.4","6.9","-0.5","24","0.0"
"ER","Bihar","3568","0","61.0","57.7","-2.3","220","0.0"
"","DVC","2781","0","63.3","-26.3","-2.6","225","0.0"
"","Jharkhand","1136","0","23.2","14.5","-0.5","85","0.2"
"","Odisha","3430","0","64.5","34.0","3.3","250","0.8"
"","West Bengal","6812","0","115.3","29.8","2.6","250","0.0"
"","Sikkim","102","0","1.4","1.5","0.0","12","0.0"
"NER","Arunachal Pradesh","124","2","2.3","2.0","0.4","43","0.0"
"","Assam","1471","44","23.9","19.1","0.5","268","0.5"
"","Manipur","170","1","2.3","2.5","-0.2","35","0.0"
"","Meghalaya","285","0","5.5","2.7","-0.2","40","0.0"
"","Mizoram","83","1","1.3","0.9","0.4","45","0.0"
"","Nagaland","121","2","2.0","1.5","-0.1","28","0.0"
"","Tripura","228","0","3.5","2.5","-0.6","57","0.0"
