"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4776","0","102.6","56.4","3.4","310"
"","Haryana","4942","0","95.6","55.9","-0.7","254"
"","Rajasthan","6256","0","134.5","75.4","-4.7","51"
"","Delhi","3053","0","66.5","50.7","-1.3","118"
"","UP","10423","1430","207.7","91.3","-1.3","404"
"","Uttarakhand","1388","0","28.6","11.9","1.6","266"
"","HP","1060","0","20.7","6.1","1.7","373"
"","J&K","1650","100","31.0","17.8","-0.4","120"
"","Chandigarh","182","0","3.5","3.9","-0.4","0"
"WR","Chhattisgarh","227","19","51.7","10.1","-1.8","437"
"","Gujarat","8836","6","192.8","32.2","7.4","415"
"","MP","5539","0","112.6","56.6","-3.5","435"
"","Maharashtra","13368","50","301.1","83.2","7.7","440"
"","Goa","353","0","7.4","6.4","0.6","50"
"","DD","263","0","6.2","4.6","1.7","48"
"","DNH","593","0","13.3","13.4","-0.2","46"
"","Essar steel","286","0","5.0","5.4","0.0","51"
"SR","Andhra Pradesh","9851","0","230.5","73.2","3.5","584"
"","Karnataka","7636","400","151.9","12.3","1.4","795"
"","Kerala","2833","150","52.0","17.0","1.4","514"
"","Tamil Nadu","9909","669","223.9","66.1","-7.4","378"
"","Pondy","255","0","5.3","5.0","0.4","47"
"ER","Bihar","1977","900","27.2","34.0","-6.9","210"
"","DVC","2121","0","38.5","-19.3","-5.5","200"
"","Jharkhand","691","0","8.4","11.6","-4.4","0"
"","Odisha","1678","0","9.9","-1.0","-20.0","170"
"","West Bengal","5021","0","88.4","19.3","-5.9","150"
"","Sikkim","69","0","1.0","1.5","-0.5","8"
"NER","Arunachal Pradesh","96","6","1.8","1.4","0.4","42"
"","Assam","1080","72","19.8","14.5","-1.0","104"
"","Manipur","100","1","1.4","2.0","-0.6","29"
"","Meghalaya","221","19","3.2","0.5","1.4","129"
"","Mizoram","54","2","1.0","1.0","-0.2","23"
"","Nagaland","99","2","1.5","1.3","-0.1","27"
"","Tripura","223","2","3.8","1.6","-0.5","8"
