"Share of RES in total generation (%)","8.64","4.51","16.45","0.24","0.00","7.66"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","27.05","9.27","34.11","7.51","18.84","19.03"
