"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7977","0","178.7","123.6","0.0","132"
"","Haryana","6805","0","140.4","76.4","1.5","327"
"","Rajasthan","6592","101","143.6","59.0","-1.8","406"
"","Delhi","4542","205","95.3","76.1","0.1","326"
"","UP","10221","2340","227.1","122.5","1.5","677"
"","Uttarakhand","1599","70","34.8","12.4","0.3","106"
"","HP","1184","0","23.9","-0.1","0.8","139"
"","J&K","1474","100","29.5","17.6","-1.7","90"
"","Chandigarh","262","0","5.4","5.6","-0.2","11"
"WR","Chhattisgarh","2782","464","58.6","18.2","1.2","467"
"","Gujarat","10023","79","222.8","58.6","-2.3","393"
"","MP","5522","27","108.7","43.0","0.7","496"
"","Maharashtra","14159","360","311.8","93.4","0.1","629"
"","Goa","395","2","7.8","6.8","0.6","44"
"","DD","247","1","5.7","5.4","0.4","32"
"","DNH","625","3","15.1","13.8","1.2","62"
"","Essar steel","287","1","5.2","6.1","-0.9","51"
"SR","Andhra Pradesh","11366","0","263.2","66.9","2.2","255"
"","Karnataka","7619","300","155.1","20.6","0.8","285"
"","Kerala","3087","75","57.3","20.6","1.4","356"
"","Tamil Nadu","11414","360","253.6","64.1","-5.9","349"
"","Pondy","303","0","6.3","6.3","0.0","44"
"ER","Bihar","1911","100","41.0","39.8","1.3","180"
"","DVC","2535","0","58.5","-19.8","1.5","410"
"","Jharkhand","901","0","18.8","14.8","-2.1","95"
"","Odisha","3722","0","67.2","17.1","-3.4","280"
"","West Bengal","6916","15","124.5","43.6","2.6","410"
"","Sikkim","85","0","1.1","1.1","-0.1","8"
"NER","Arunachal Pradesh","99","1","1.3","1.2","0.1","35"
"","Assam","1150","166","23.7","14.6","3.4","226"
"","Manipur","110","5","1.4","1.8","-0.4","25"
"","Meghalaya","258","5","4.5","0.4","-0.4","105"
"","Mizoram","55","1","1.0","1.0","0.0","13"
"","Nagaland","98","2","1.4","1.3","0.1","42"
"","Tripura","187","39","3.3","0.9","0.6","60"
