"Share of RES in total generation (%)","4.80","3.58","15.40","0.41","0.12","6.09"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","28.63","12.31","41.13","21.92","29.63","24.48"
