"","NR","WR","SR","ER","NER"
"Schedule(MU)","113.4","-80.8","39.1","-81.2","7.9"
"Actual(MU)","112.0","-84.4","43.1","-81.7","10.3"
"O/D/U/D(MU)","-1.4","-3.6","4.0","-0.5","2.4"
