"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","605","1271","607","429","5","2917"
"Hydro","175","41","97","73","20","407"
"Nuclear","24","27","34","0","0","84"
"Gas, Naptha & Diesel","53","62","25","0","29","168"
"RES (Wind, Solar, Biomass & Others)","43","37","122","1","0","203"
"Total","900","1438","884","503","54","3779"
