"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","684","1260","606","372","4","2927"
"Hydro","242","41","110","111","24","528"
"Nuclear","23","27","28","0","0","78"
"Gas, Naptha & Diesel","36","50","23","0","22","132"
"RES (Wind, Solar, Biomass & Others)","57","60","199","1","0","317"
"Total","1043","1438","967","484","50","3981"
