"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4645","0","89.5","50.3","0.6","352"
"","Haryana","5669","0","106.4","52.8","0.2","245"
"","Rajasthan","8019","0","169.5","40.6","0.4","520"
"","Delhi","3134","0","62.3","38.3","-0.3","268"
"","UP","12072","480","245.5","126.7","-4.0","491"
"","Uttarakhand","1545","0","26.8","16.6","-0.3","119"
"","HP","952","0","15.4","6.8","0.5","101"
"","J&K","1557","0","25.0","23.8","-5.5","39"
"","Chandigarh","177","0","3.2","3.2","0.0","19"
"WR","Chhattisgarh","2883","18","61.8","7.3","-1.3","219"
"","Gujarat","9986","0","215.3","31.8","0.3","434"
"","MP","8006","0","179.3","98.1","0.0","200"
"","Maharashtra","16927","160","370.1","119.9","0.3","437"
"","Goa","408","0","7.8","8.6","-1.0","0"
"","DD","100","0","2.0","2.0","0.1","12"
"","DNH","444","0","9.5","9.1","0.4","43"
"","Essar steel","337","0","7.0","6.9","0.1","71"
"SR","Andhra Pradesh","4813","0","115.4","26.1","-4.5","346"
"","Telangana","6175","600","139.4","68.8","5.5","500"
"","Karnataka","7136","300","147.6","9.3","2.6","405"
"","Kerala","3022","400","57.5","23.4","3.0","479"
"","Tamil Nadu","9310","869","192.4","56.8","-1.0","353"
"","Pondy","270","0","6.0","5.2","0.8","36"
"ER","Bihar","2739","0","54.4","55.2","-3.3","250"
"","DVC","2508","0","54.5","-11.9","-1.1","200"
"","Jharkhand","962","0","21.9","13.3","-0.7","0"
"","Odisha","3696","0","72.7","16.5","4.0","400"
"","West Bengal","6877","40","130.1","28.5","2.4","240"
"","Sikkim","82","0","1.1","1.1","0.0","15"
"NER","Arunachal Pradesh","100","5","1.7","1.5","0.3","32"
"","Assam","1238","115","23.4","15.2","0.7","145"
"","Manipur","133","1","2.4","2.2","0.1","47"
"","Meghalaya","247","1","4.1","2.3","-0.6","92"
"","Mizoram","67","1","1.1","1.1","0.0","10"
"","Nagaland","112","1","2.1","1.5","0.1","34"
"","Tripura","232","0","3.5","1.4","0.0","49"
