"","NR","WR","SR","ER","NER"
"Schedule(MU)","98.5","-87.2","35.0","-51.3","4.1"
"Actual(MU)","102.2","-105.1","45.1","-49.2","3.8"
"O/D/U/D(MU)","3.7","-17.9","10.1","2.1","-0.3"
