"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.5","0.0","80.6","19.4"
"SR GRID","0.0","0.0","0.1","1.0","0.1","71.5","28.3"
