"","NR","WR","SR","ER","NER"
"Schedule(MU)","132.0","-94.5","41.8","-79.0","3.1"
"Actual(MU)","129.0","-101.7","42.8","-70.8","0.1"
"O/D/U/D(MU)","-3.0","-7.2","1.0","8.2","-3.0"
