"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","3.1","0.0","87.9","12.1"
"SR GRID","0.0","0.0","0.0","3.1","0.0","87.9","12.1"
