"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.0","-87.3","29.7","-54.6","6.5"
"Actual(MU)","80.0","-88.3","35.2","-41.7","10.7"
"O/D/U/D(MU)","-22.0","-1.0","5.5","12.9","4.2"
