"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.13","8.97","9.10","67.44","23.46"
"SR GRID","0.00","0.00","0.13","8.97","9.10","67.44","23.46"
