"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","44450","46697","40357","18783","2423","152710"
"Peak Shortage (MW)","526","23","0","646","26","1221"
"Energy Met (MU)","945","1061","911","359","41","3317"
"Hydro Gen(MU)","108","31","62","32","9","241"
"Wind Gen(MU)","3","39","28","----------","----------","69"
"Solar Gen (MU)*","2.54","15.13","39.79","0.54","0.01","58"
"Energy Shortage (MU)","16.1","0.0","1.3","1.9","0.3","19.6"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","46663","51410","43054","18715","2436","155657"
