"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","590","1038","408","402","9","2447"
"Hydro","322","18","98","105","24","567"
"Nuclear","27","29","45","0","0","101"
"Gas, Naptha & Diesel","26","44","23","0","25","118"
"RES (Wind, Solar, Biomass & Others)","28","108","314","1","0","451"
"Total","993","1236","888","508","58","3683"
