"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.93","2.15","9.34","12.42","63.45","24.13"
"SR GRID","0.00","0.93","2.15","9.34","12.42","63.45","24.13"
