"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5414","0","98.0","38.5","-0.2","190"
"","Haryana","6358","0","115.8","64.6","-2.1","109"
"","Rajasthan","10313","0","223.2","75.4","1.2","322"
"","Delhi","3872","0","63.7","50.2","-0.4","286"
"","UP","11991","795","249.8","98.9","0.2","295"
"","Uttarakhand","1949","0","36.2","24.6","2.0","206"
"","HP","1488","0","27.7","23.4","0.6","137"
"","J&K","1994","499","45.1","37.3","0.2","132"
"","Chandigarh","206","0","3.6","3.6","0.0","30"
"WR","Chhattisgarh","3478","165","71.4","25.9","0.9","310"
"","Gujarat","12364","4","262.5","72.5","1.8","457"
"","MP","11114","0","217.4","124.3","-2.3","446"
"","Maharashtra","16382","14","345.5","65.1","-8.8","709"
"","Goa","379","0","7.4","7.2","-0.3","17"
"","DD","282","0","6.2","6.2","-0.1","31"
"","DNH","664","0","15.5","15.6","-0.1","20"
"","Essar steel","363","0","6.8","6.6","0.3","142"
"SR","Andhra Pradesh","6197","0","132.0","41.1","-0.6","634"
"","Telangana","5991","0","129.2","77.6","1.4","290"
"","Karnataka","7925","1200","170.4","42.8","0.8","560"
"","Kerala","2998","0","55.2","46.8","1.7","145"
"","Tamil Nadu","12285","0","260.6","122.8","5.1","456"
"","Pondy","292","0","6.2","6.2","0.0","41"
"ER","Bihar","3120","0","67.1","63.5","1.3","280"
"","DVC","2416","0","56.9","-11.2","0.9","120"
"","Jharkhand","1144","0","24.1","11.3","0.3","90"
"","Odisha","3646","0","68.6","21.7","2.3","380"
"","West Bengal","6093","5","109.2","21.6","0.5","210"
"","Sikkim","88","0","1.4","1.3","0.1","25"
"NER","Arunachal Pradesh","109","5","2.0","1.5","0.5","36"
"","Assam","1290","16","21.6","14.5","2.3","180"
"","Manipur","155","1","2.7","2.6","0.1","38"
"","Meghalaya","299","3","5.3","4.9","-0.3","10"
"","Mizoram","87","5","1.5","1.4","0.1","40"
"","Nagaland","116","3","2.1","1.7","0.3","32"
"","Tripura","209","1","3.1","-0.8","0.4","70"
