"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9026","0","193.5","115.8","-2.1","212"
"","Haryana","7009","0","150.3","82.7","-1.2","205"
"","Rajasthan","8797","0","197.5","66.1","-1.3","173"
"","Delhi","5327","43","113.4","78.6","-0.2","196"
"","UP","12318","1450","282.3","130.6","-2.1","196"
"","Uttarakhand","1659","0","36.2","18.2","0.7","251"
"","HP","1195","0","24.5","0.2","0.5","494"
"","J&K","1392","100","24.8","16.2","-1.9","168"
"","Chandigarh","335","0","6.4","5.3","1.0","85"
"WR","Chhattisgarh","2744","382","63.6","19.9","5.0","171"
"","Gujarat","12384","20","285.3","42.9","-2.5","590"
"","MP","6448","19","145.2","77.9","-1.4","570"
"","Maharashtra","19385","473","408.1","123.2","-0.8","1133"
"","Goa","351","71","8.9","7.8","0.9","0"
"","DD","269","1","6.0","6.4","-0.4","58"
"","DNH","633","2","14.6","14.8","-0.2","31"
"","Essar steel","464","1","8.7","8.3","0.4","11"
"SR","Andhra Pradesh","5585","400","123.1","18.8","-3.7","465"
"","Telangana","5399","500","121.6","68.2","4.5","1673"
"","Karnataka","8102","400","163.0","18.0","0.5","253"
"","Kerala","2683","700","54.6","29.7","2.5","293"
"","Tamil Nadu","13077","0","280.9","73.4","0.8","350"
"","Pondy","32","0","6.7","6.6","0.1","58"
"ER","Bihar","2206","750","43.5","40.4","0.6","230"
"","DVC","2545","120","54.9","-15.8","0.8","280"
"","Jharkhand","1148","48","19.4","11.8","0.6","200"
"","Odisha","3776","0","79.8","12.5","-0.5","330"
"","West Bengal","6727","70","147.5","35.5","5.5","500"
"","Sikkim","86","0","1.3","1.1","0.2","30"
"NER","Arunachal Pradesh","99","13","1.5","1.7","-0.2","30"
"","Assam","1112","271","23.3","14.6","3.8","176"
"","Manipur","108","9","1.5","1.6","-0.1","20"
"","Meghalaya","269","3","4.4","0.8","-0.4","40"
"","Mizoram","65","7","1.1","1.1","-0.2","14"
"","Nagaland","88","19","1.5","1.6","-0.3","20"
"","Tripura","206","15","2.7","1.6","-0.9","17"
