"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","483","1113","562","349","4","2512"
"Hydro","252","36","109","114","24","534"
"Nuclear","23","27","19","0","0","70"
"Gas, Naptha & Diesel","26","48","25","0","22","120"
"RES (Wind, Solar, Biomass & Others)","57","104","192","1","0","354"
"Total","841","1328","907","464","50","3590"
