"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.88","3.67","12.11","18.97","62.07","18.96"
"SR GRID","0.00","0.88","3.67","12.11","18.97","62.07","B. Frequency Profile (%)18.96"
