"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4308","425","79.3","31.7","0.2","307"
"","Haryana","4801","3","94.0","62.3","2.6","406"
"","Rajasthan","8798","0","184.1","56.7","1.1","236"
"","Delhi","3158","0","58.0","41.6","1.5","423"
"","UP","10148","1345","225.1","90.1","0.8","318"
"","Uttarakhand","1614","40","31.1","21.9","0.2","142"
"","HP","1258","0","23.0","16.9","0.3","90"
"","J&K","1469","100","27.1","22.9","-2.9","65"
"","Chandigarh","181","0","3.3","3.2","0.1","23"
"WR","Chhattisgarh","2885","54","66.5","16.9","0.0","379"
"","Gujarat","11786","16","260.4","45.5","-1.0","358"
"","MP","6734","11","133.9","59.6","-0.1","309"
"","Maharashtra","16168","123","342.6","93.7","-0.8","785"
"","Goa","452","1","8.7","7.2","0.9","121"
"","DD","262","0","6.3","5.8","0.5","18"
"","DNH","620","1","14.5","14.5","-0.1","22"
"","Essar steel","615","1","12.6","12.0","0.6","37"
"SR","Andhra Pradesh","11838","400","272.6","92.5","5.6","633"
"","Karnataka","8630","500","182.1","16.6","1.6","481"
"","Kerala","3493","0","64.6","32.4","1.7","191"
"","Tamil Nadu","12150","811","266.9","84.9","-1.3","377"
"","Pondy","315","0","6.2","6.3","-0.2","18"
"ER","Bihar","2130","0","42.8","39.0","0.2","200"
"","DVC","2561","0","57.9","-19.9","-1.0","325"
"","Jharkhand","942","0","20.4","9.2","-0.1","78"
"","Odisha","3747","0","69.3","12.1","-0.4","285"
"","West Bengal","7097","0","122.7","36.2","1.7","485"
"","Sikkim","108","0","1.5","1.5","0.0","40"
"NER","Arunachal Pradesh","105","10","1.5","1.3","0.3","45"
"","Assam","980","209","19.5","12.5","2.3","168"
"","Manipur","132","3","1.5","1.6","0.0","45"
"","Meghalaya","255","17","4.3","3.2","0.4","82"
"","Mizoram","75","5","1.1","1.0","-0.1","22"
"","Nagaland","90","2","1.5","1.5","-0.3","34"
"","Tripura","202","0","2.9","0.1","0.3","67"
