"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","32267","38023","33697","16084","1816","121887"
"Peak Shortage (MW)","1913","208","1711","0","274","4106"
"Energy Met (MU)","725","846","792","315","32","2710"
"Hydro Gen(MU)","128","60","85","28","4","304"
"Wind Gen(MU)","10","29","36","----------","----------","75"
