"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","204.6","-219.5","105.5","-95.0","4.7","0.4"
"Actual(MU)","192.6","-219.4","109.1","-85.7","4.4","1.1"
"O/D/U/D(MU)","-12.0","0.1","3.6","9.3","-0.3","0.7"
