"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4522","44","92.0","32.5","3.1","484"
"","Haryana","5153","0","102.7","39.8","0.0","236"
"","Rajasthan","8474","0","178.6","75.5","-4.6","79"
"","Delhi","2998","0","56.2","40.5","-1.5","192"
"","UP","9647","2190","202.4","73.8","1.5","538"
"","Uttarakhand","1585","75","29.8","19.4","1.6","157"
"","HP","1312","0","23.5","17.0","0.1","94"
"","J&K","1795","100","36.7","28.2","1.7","162"
"","Chandigarh","175","0","3.2","3.2","0.0","21"
"WR","Chhattisgarh","2599","18","55.5","14.6","2.3","458"
"","Gujarat","11600","0","250.6","24.8","1.9","493"
"","MP","9688","34","198.2","109.9","-2.2","415"
"","Maharashtra","18152","689","360.2","122.6","3.9","650"
"","Goa","354","1","7.6","7.3","-0.3","0"
"","DD","216","1","5.1","5.5","-0.4","10"
"","DNH","619","3","14.8","14.5","0.3","53"
"","Essar steel","458","2","10.0","9.6","0.1","51"
"SR","Andhra Pradesh","9985","0","225.7","85.8","3.3","297"
"","Karnataka","8080","450","169.6","24.7","2.2","405"
"","Kerala","3013","300","58.7","30.8","1.5","251"
"","Tamil Nadu","9265","2480","205.3","70.7","1.2","361"
"","Pondy","297","0","5.6","6.0","-0.4","64"
"ER","Bihar","2012","550","40.0","35.9","2.1","175"
"","DVC","2579","0","56.8","-18.0","-1.1","300"
"","Jharkhand","912","0","20.5","10.9","-2.4","30"
"","Odisha","3429","0","64.2","7.6","-0.5","120"
"","West Bengal","6002","0","105.7","11.6","2.5","250"
"","Sikkim","73","0","1.4","1.3","0.1","40"
"NER","Arunachal Pradesh","105","10","1.5","1.2","0.3","41"
"","Assam","978","126","18.2","12.2","1.2","64"
"","Manipur","107","10","1.6","1.6","0.0","35"
"","Meghalaya","281","4","4.8","2.9","-0.2","52"
"","Mizoram","62","3","1.2","1.0","-0.1","20"
"","Nagaland","89","6","1.4","1.1","0.1","24"
"","Tripura","181","9","3.3","0.1","0.6","48"
