"","NR","WR","SR","ER","NER"
"Schedule(MU)","58.7","-22.1","42.2","-85.1","7.0"
"Actual(MU)","59.6","-18.3","42.3","-88.2","8.7"
"O/D/U/D(MU)","0.9","3.8","0.1","-3.1","1.7"
