"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","151.0","-155.1","74.1","-63.8","-5.7","0.5"
"Actual(MU)","159.2","-164.3","71.8","-68.9","-6.8","-9.0"
"O/D/U/D(MU)","8.2","-9.2","-2.3","-5.1","-1.1","-9.5"
