"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.5","-108.2","35.6","-27.8","5.9"
"Actual(MU)","86.2","-112.0","41.6","-26.2","9.3"
"O/D/U/D(MU)","-8.3","-3.8","6.0","1.5","3.4"
