"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.4","0.0","94.7","5.3"
"SR GRID","0.0","0.0","9.7","27.6","9.7","89.9","0.4"
