"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4685","0","102.9","51.6","0.0","269"
"","Haryana","6714","0","114.0","79.0","-1.1","169"
"","Rajasthan","8182","0","175.8","52.2","1.2","361"
"","Delhi","3933","0","82.2","71.4","-0.7","87"
"","UP","13100","220","283.0","107.6","-0.5","282"
"","Uttarakhand","1714","0","34.2","24.8","1.2","149"
"","HP","1233","0","22.7","11.4","1.7","166"
"","J&K","2030","507","43.5","24.1","3.0","305"
"","Chandigarh","201","0","4.0","4.2","0.3","10"
"WR","Chhattisgarh","3484","250","83.3","27.8","1.4","390"
"","Gujarat","13214","18","298.8","84.9","3.6","616"
"","MP","8150","0","177.6","105.6","-0.7","379"
"","Maharashtra","19480","0","430.8","134.8","-0.4","688"
"","Goa","463","0","9.7","8.4","0.7","72"
"","DD","294","0","6.6","6.2","0.4","57"
"","DNH","708","0","16.5","16.7","-0.2","12"
"","Essar steel","617","0","12.9","11.9","1.0","209"
"SR","Andhra Pradesh","6874","0","156.8","27.9","2.3","424"
"","Telangana","6828","0","151.8","92.7","-1.8","274"
"","Karnataka","9157","0","207.9","55.4","3.8","474"
"","Kerala","3834","125","76.8","53.2","2.0","238"
"","Tamil Nadu","14288","0","329.0","153.8","3.9","527"
"","Pondy","335","0","7.3","7.6","-0.2","9"
"ER","Bihar","3528","50","64.9","62.8","-0.2","300"
"","DVC","2981","0","63.6","-42.7","-2.1","175"
"","Jharkhand","1156","0","23.1","14.8","2.3","220"
"","Odisha","4071","0","80.9","19.6","-0.2","190"
"","West Bengal","7789","0","145.1","44.0","0.7","230"
"","Sikkim","62","0","1.1","1.2","-0.2","15"
"NER","Arunachal Pradesh","102","2","1.8","2.3","-0.4","31"
"","Assam","1282","109","20.5","15.1","1.2","170"
"","Manipur","139","2","1.9","2.3","-0.4","5"
"","Meghalaya","265","0","3.3","3.4","-0.6","55"
"","Mizoram","63","9","1.3","1.3","-0.1","32"
"","Nagaland","116","1","1.9","1.7","0.1","50"
"","Tripura","228","3","3.0","3.0","-2.1","73"
