"","NR","WR","SR","ER","NER"
"Schedule(MU)","97.5","-68.4","39.1","-76.1","7.0"
"Actual(MU)","87.7","-79.9","41.9","-62.7","10.7"
"O/D/U/D(MU)","-9.8","-11.5","2.8","13.4","3.7"
