"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.05","5.22","12.42","18.69","44.40","36.91"
"SR GRID","0.00","1.05","5.22","12.42","18.69","44.40","B. Frequency Profile (%)36.91"
