"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.6","4.7","0.6","95.2","4.2"
"SR GRID","0.0","0.8","18.8","36.0","19.6","79.0","1.5"
