"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","271.8","-242.5","46.3","-71.5","1.7","5.9"
"Actual(MU)","249.2","-234.8","78.1","-84.7","-5.2","2.5"
"O/D/U/D(MU)","-22.6","7.8","31.7","-13.3","-6.9","-3.3"
