"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","45156","42812","36728","17621","2586","144903"
"Peak Shortage (MW)","455","0","0","0","235","690"
"Energy Met (MU)","999","943","848","349","49","3187"
"Hydro Gen (MU)","269","101","166","127","24","687"
"Wind Gen (MU)","9","41","13","----------","----------","63"
"Solar Gen (MU)*","26.02","14.1","78.10","1.50","0.03","120"
"Energy Shortage (MU)","10.6","0.0","0.0","0.0","4.5","15.1"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","45953","44291","37732","17728","2674","147056"
"","19:27","19:04","18:40","19:26","18:32","19:08"
