"Share of RES in total generation (%)","6.10","4.96","15.95","0.34","0.05","7.12"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","43.89","15.91","45.13","28.37","41.23","31.77"
