"","NR","WR","SR","ER","NER"
"Schedule(MU)","81.6","-57.0","45.8","-77.4","8.5"
"Actual(MU)","89.3","-73.5","45.1","-64.4","3.5"
"O/D/U/D(MU)","7.7","-16.5","-0.7","13.0","-5.0"
