"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","49588","46070","37623","16956","2404","152641"
"Peak Shortage (MW)","858","68","0","0","95","1021"
"Energy Met (MU)","1161","1105","889","380","42","3577"
"Hydro Gen(MU)","320","18","46","48","11","442"
"Wind Gen(MU)","13","47","24","----------","----------","84"
"Solar Gen (MU)*","3.68","12.03","26.80","1.21","0.02","44"
"Energy Shortage (MU)","9.5","0.0","0.0","0.0","0.8","10.2"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","52338","47790","39496","18973","2554","153973"
