"","NR","WR","SR","ER","NER"
"Schedule(MU)","47.7","-10.9","40.5","-87.4","6.9"
"Actual(MU)","55.1","-21.4","40.2","-84.0","8.9"
"O/D/U/D(MU)","7.4","-10.5","-0.3","3.4","2.0"
