"Share of RES in total generation (%)","4.92","4.93","15.72","0.21","0.10","6.83"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","25.25","8.90","31.74","14.33","26.69","19.02"
