"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5217","0","110.1","60.1","0.3","198"
"","Haryana","5504","0","110.8","50.6","-1.9","268"
"","Rajasthan","8153","0","182.6","41.0","-1.2","261"
"","Delhi","3742","9","73.8","46.4","-1.3","299"
"","UP","8779","2370","183.0","75.8","1.0","719"
"","Uttarakhand","1634","105","29.2","16.4","1.3","190"
"","HP","1288","0","24.1","12.9","1.2","321"
"","J&K","1669","0","32.0","20.6","2.9","350"
"","Chandigarh","198","0","3.7","3.5","0.2","32"
"WR","Chhattisgarh","2892","18","62.7","11.1","-2.6","196"
"","Gujarat","13345","19","306.3","57.4","2.1","329"
"","MP","7418","0","164.1","77.3","0.0","284"
"","Maharashtra","18602","175","412.1","149.0","-2.0","461"
"","Goa","449","0","9.3","8.3","0.6","75"
"","DD","270","0","6.1","5.9","0.2","45"
"","DNH","671","0","15.4","15.5","-0.1","11"
"","Essar steel","395","0","7.9","7.9","0.0","78"
"SR","Andhra Pradesh","5062","1100","117.6","31.2","2.0","287"
"","Telangana","6001","1200","136.5","49.9","1.8","325"
"","Karnataka","7438","650","161.2","11.0","1.8","295"
"","Kerala","2917","350","59.5","24.3","2.4","317"
"","Tamil Nadu","11267","1476","256.0","63.4","3.6","368"
"","Pondy","296","45","6.4","6.4","0.0","39"
"ER","Bihar","2397","150","41.2","43.9","-5.2","245"
"","DVC","2503","0","54.8","-15.7","-0.2","325"
"","Jharkhand","843","80","18.8","13.4","0.3","175"
"","Odisha","3558","0","68.3","16.6","2.4","352"
"","West Bengal","7318","29","138.1","40.0","5.8","405"
"","Sikkim","60","0","1.8","1.7","0.1","30"
"NER","Arunachal Pradesh","98","4","1.7","1.6","0.1","37"
"","Assam","1150","239","24.1","14.6","2.6","142"
"","Manipur","121","5","2.2","2.0","0.2","44"
"","Meghalaya","192","2","3.4","1.7","-0.6","71"
"","Mizoram","69","3","1.2","1.1","0.1","13"
"","Nagaland","93","4","2.0","1.4","0.0","27"
"","Tripura","234","0","3.1","1.4","-0.6","46"
