"","NR","WR","SR","ER","NER"
"Schedule(MU)","87.2","-50.2","30.6","-69.7","2.1"
"Actual(MU)","88.0","-55.5","35.0","-72.9","3.4"
"O/D/U/D(MU)","0.8","-5.3","4.4","-3.2","1.3"
