"Share of RES in total generation (%)","8.10","12.87","32.73","0.09","0.04","14.80"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","47.05","16.43","48.41","16.51","46.62","32.84"
