"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.2","3.5","0.2","87.2","12.6"
"SR GRID","0.0","0.0","0.0","0.4","0.0","71.8","28.2"
