"","NR","WR","SR","ER","NER"
"Schedule(MU)","63.9","-53.3","30.8","-50.5","6.4"
"Actual(MU)","48.6","-36.3","30.4","-58.2","9.3"
"O/D/U/D(MU)","-15.3","17.0","-0.4","-7.7","2.9"
