"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7526","0","168.8","107.5","-0.7","129"
"","Haryana","7371","0","156.3","117.9","-0.8","222"
"","Rajasthan","8704","0","193.9","63.1","2.3","470"
"","Delhi","4476","0","91.4","82.2","-1.8","219"
"","UP","12355","3185","270.1","132.5","-1.2","479"
"","Uttarakhand","1663","0","35.5","11.6","0.9","143"
"","HP","1177","0","24.7","0.2","1.1","111"
"","J&K","1804","451","35.2","19.1","1.2","271"
"","Chandigarh","245","0","4.8","5.0","-0.8","14"
"WR","Chhattisgarh","3496","96","83.9","33.1","2.2","293"
"","Gujarat","12696","0","284.6","78.5","-1.1","349"
"","MP","7005","0","148.4","82.3","-2.9","201"
"","Maharashtra","17774","25","389.2","116.1","-2.3","624"
"","Goa","362","0","6.9","6.7","-0.2","242"
"","DD","283","0","6.3","5.5","0.8","69"
"","DNH","685","0","16.1","16.2","0.0","12"
"","Essar steel","397","0","4.9","4.2","0.8","183"
"SR","Andhra Pradesh","5650","0","129.2","17.8","3.6","428"
"","Telangana","5983","0","137.6","87.9","0.0","286"
"","Karnataka","7011","400","147.6","27.7","3.7","423"
"","Kerala","3194","0","58.1","36.8","2.2","275"
"","Tamil Nadu","10788","0","236.4","101.4","-0.1","446"
"","Pondy","282","0","5.6","5.6","0.0","35"
"ER","Bihar","3052","0","60.8","60.8","0.0","325"
"","DVC","2614","0","60.2","-13.9","-0.1","405"
"","Jharkhand","1084","0","22.8","12.4","-1.0","95"
"","Odisha","3572","0","72.1","20.7","1.3","375"
"","West Bengal","7054","0","137.0","46.5","2.6","585"
"","Sikkim","78","0","1.2","0.7","0.4","20"
"NER","Arunachal Pradesh","101","4","1.8","1.8","-0.1","16"
"","Assam","1265","124","23.6","17.5","-0.2","191"
"","Manipur","133","6","2.2","2.2","-0.1","31"
"","Meghalaya","260","1","4.4","-0.9","-0.6","139"
"","Mizoram","61","4","1.1","1.3","-0.2","8"
"","Nagaland","108","3","1.7","1.7","0.0","33"
"","Tripura","252","0","3.7","1.2","0.6","79"
