"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","261.0","-261.2","42.0","-39.2","-2.7","0.0"
"Actual(MU)","255.8","-257.5","45.9","-35.1","-4.3","4.9"
"O/D/U/D(MU)","-5.2","3.7","3.9","4.1","-1.7","4.9"
