"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4816","0","91.3","40.3","0.0","107"
"","Haryana","5173","778","109.9","58.9","-0.8","314"
"","Rajasthan","9595","0","207.8","81.5","3.9","436"
"","Delhi","3435","0","63.4","44.1","0.9","301"
"","UP","10175","2675","223.2","82.0","-4.0","257"
"","Uttarakhand","1750","0","34.5","25.5","1.8","192"
"","HP","1316","42","25.0","20.6","0.0","60"
"","J&K","1935","341","42.2","33.3","3.4","317"
"","Chandigarh","220","0","4.0","3.5","0.3","53"
"WR","Chhattisgarh","3026","176","63.8","18.7","-1.4","273"
"","Gujarat","11789","66","252.8","40.2","1.0","456"
"","MP","8021","0","161.6","100.8","-2.1","247"
"","Maharashtra","17077","62","354.8","83.3","-1.5","804"
"","Goa","419","0","8.0","7.6","-0.3","138"
"","DD","256","0","5.7","5.8","-0.2","19"
"","DNH","650","0","15.1","15.2","0.6","0"
"","Essar steel","358","0","7.2","6.5","0.6","71"
"SR","Andhra Pradesh","5692","0","131.3","29.1","3.0","318"
"","Telangana","5804","200","121.6","68.0","0.3","485"
"","Karnataka","8252","300","163.4","23.2","2.4","444"
"","Kerala","3300","125","60.4","44.4","3.0","278"
"","Tamil Nadu","10946","832","234.7","77.6","-1.5","303"
"","Pondy","288","0","5.8","5.6","0.2","42"
"ER","Bihar","2630","250","51.0","51.5","-1.3","398"
"","DVC","2307","100","52.4","-15.7","-0.8","375"
"","Jharkhand","1077","0","22.2","11.2","-0.4","165"
"","Odisha","3549","0","64.2","15.9","1.7","382"
"","West Bengal","6296","10","110.3","20.0","1.7","425"
"","Sikkim","103","0","1.7","1.5","0.1","20"
"NER","Arunachal Pradesh","114","1","1.9","1.4","0.5","49"
"","Assam","1145","105","20.0","13.1","1.8","205"
"","Manipur","96","40","1.5","1.9","-0.4","46"
"","Meghalaya","328","1","4.9","4.6","-1.1","52"
"","Mizoram","82","3","1.3","1.0","0.2","22"
"","Nagaland","110","2","2.3","1.6","0.2","33"
"","Tripura","198","5","3.8","0.6","1.1","59"
