"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4314","0","82.5","46.3","1.1","262"
"","Haryana","5290","16","88.9","39.4","0.9","302"
"","Rajasthan","7273","0","156.7","69.1","-8.1","159"
"","Delhi","3184","0","59.8","42.9","0.0","260"
"","UP","9263","1580","206.4","76.6","0.4","541"
"","Uttarakhand","1534","75","28.8","18.9","1.6","192"
"","HP","1201","0","22.4","14.3","0.3","112"
"","J&K","1532","100","30.4","28.1","-5.0","71"
"","Chandigarh","182","0","3.3","3.2","0.1","24"
"WR","Chhattisgarh","2673","13","55.2","9.7","2.1","329"
"","Gujarat","9211","13","207.7","49.6","0.2","404"
"","MP","8387","11","181.3","124.3","-6.5","171"
"","Maharashtra","16472","291","352.2","115.3","7.2","627"
"","Goa","449","1","8.7","7.5","0.4","79"
"","DD","231","0","5.3","5.1","0.2","31"
"","DNH","620","1","14.6","13.8","0.8","32"
"","Essar steel","176","0","3.7","4.5","-0.8","51"
"SR","Andhra Pradesh","10464","0","234.0","90.7","1.3","296"
"","Karnataka","7935","500","164.8","25.3","0.0","306"
"","Kerala","3025","950","58.9","30.2","1.6","483"
"","Tamil Nadu","10428","1582","224.0","69.5","0.9","637"
"","Pondy","292","0","5.7","6.6","-0.9","1"
"ER","Bihar","2298","300","44.3","38.9","3.0","150"
"","DVC","2553","0","55.2","-18.2","-0.9","100"
"","Jharkhand","1023","0","19.6","13.7","-0.9","80"
"","Odisha","3272","0","63.1","11.1","-0.5","30"
"","West Bengal","6361","8","105.7","16.3","4.3","400"
"","Sikkim","108","0","1.8","1.2","0.6","0"
"NER","Arunachal Pradesh","115","3","1.6","1.3","0.3","61"
"","Assam","1155","22","19.8","12.3","2.3","214"
"","Manipur","108","2","1.4","2.0","-0.6","18"
"","Meghalaya","256","4","4.4","3.0","0.2","65"
"","Mizoram","61","5","1.2","1.1","-0.2","18"
"","Nagaland","95","2","1.4","1.3","-0.1","20"
"","Tripura","200","4","3.2","0.4","0.2","52"
