"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9901","0","217.0","106.4","-1.2","94"
"","Haryana","8710","0","177.5","126.7","-1.3","229"
"","Rajasthan","10062","318","227.8","82.4","0.8","297"
"","Delhi","5079","5","103.9","92.4","-2.3","156"
"","UP","11811","4535","287.0","133.6","-1.5","425"
"","Uttarakhand","1776","75","37.1","16.0","2.1","264"
"","HP","1271","0","26.1","3.9","0.2","105"
"","J&K","1834","459","31.5","17.8","-3.5","118"
"","Chandigarh","319","0","6.2","6.6","0.3","13"
"WR","Chhattisgarh","3352","289","76.7","27.0","0.1","124"
"","Gujarat","14379","111","321.4","79.5","-0.1","328"
"","MP","7770","0","168.9","87.6","-3.0","98"
"","Maharashtra","19167","100","412.9","130.4","-0.6","377"
"","Goa","413","0","8.6","7.7","0.3","80"
"","DD","294","0","6.6","6.4","0.2","19"
"","DNH","708","0","16.2","16.3","-0.1","12"
"","Essar steel","226","0","3.9","3.9","0.0","74"
"SR","Andhra Pradesh","6254","0","137.0","12.5","-1.7","512"
"","Telangana","6457","0","148.2","96.9","0.6","411"
"","Karnataka","6921","1500","157.9","19.2","4.6","488"
"","Kerala","3394","300","64.9","35.1","1.7","261"
"","Tamil Nadu","12029","1308","276.8","88.2","4.1","645"
"","Pondy","301","0","6.3","6.6","-0.3","117"
"ER","Bihar","3141","0","63.9","61.7","2.1","85"
"","DVC","2557","0","60.0","-16.0","-1.5","36"
"","Jharkhand","962","0","21.4","14.7","0.6","105"
"","Odisha","3884","0","78.6","19.4","0.8","201"
"","West Bengal","7219","0","137.2","49.9","0.4","226"
"","Sikkim","87","0","1.0","0.8","0.2","55"
"NER","Arunachal Pradesh","122","0","1.6","1.9","-0.3","85"
"","Assam","1290","158","24.3","16.7","2.4","342"
"","Manipur","132","0","2.1","2.0","0.0","31"
"","Meghalaya","306","2","5.1","-0.4","-0.7","35"
"","Mizoram","75","0","1.3","1.3","0.0","13"
"","Nagaland","104","1","1.5","1.6","-0.2","30"
"","Tripura","227","14","3.4","0.8","0.4","82"
