"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5702","0","107.6","25.7","-0.3","133","0.0"
"","Haryana","6495","238","122.6","70.1","0.1","195","0.1"
"","Rajasthan","10365","841","214.6","67.8","1.6","275","2.2"
"","Delhi","4022","0","67.5","55.8","-1.4","374","0.0"
"","UP","13939","1030","289.8","105.5","1.0","681","3.9"
"","Uttarakhand","2080","0","37.8","26.9","1.0","227","0.0"
"","HP","1521","0","27.7","22.6","0.7","156","0.0"
"","J&K","2217","554","46.6","43.0","-1.1","15","11.0"
"","Chandigarh","232","0","3.8","3.8","0.0","18","0.0"
"WR","Chhattisgarh","3205","226","71.0","8.8","0.0","263","1.6"
"","Gujarat","13683","0","297.1","81.8","3.0","738","0.0"
"","MP","11793","0","223.9","143.1","0.4","392","0.0"
"","Maharashtra","20062","0","409.9","115.7","1.2","369","0.0"
"","Goa","458","0","9.2","8.7","0.0","56","0.0"
"","DD","321","0","7.2","6.4","0.8","85","0.0"
"","DNH","750","0","17.4","16.8","0.6","97","0.0"
"","Essar steel","445","0","9.0","8.6","0.4","187","0.0"
"SR","Andhra Pradesh","8238","0","164.1","59.0","0.9","516","0.3"
"","Telangana","9376","0","182.4","106.3","-3.6","588","0.3"
"","Karnataka","10035","0","209.0","91.1","0.9","534","0.4"
"","Kerala","3471","0","66.1","53.1","0.4","275","0.1"
"","Tamil Nadu","14198","0","301.4","161.3","2.1","375","0.5"
"","Pondy","316","0","6.1","6.8","-0.7","16","0.0"
"ER","Bihar","4083","0","70.7","63.1","0.2","365","0.0"
"","DVC","3045","0","67.7","-22.5","-1.9","330","0.0"
"","Jharkhand","1076","0","24.1","14.0","0.8","145","0.0"
"","Odisha","3965","0","67.4","26.1","2.0","450","0.0"
"","West Bengal","6189","0","96.6","8.5","1.4","400","0.0"
"","Sikkim","108","0","1.9","1.4","0.5","20","0.0"
"NER","Arunachal Pradesh","115","1","2.2","1.8","0.4","56","0.0"
"","Assam","1390","25","22.7","18.3","0.9","172","0.3"
"","Manipur","179","0","2.8","2.9","-0.1","23","0.0"
"","Meghalaya","299","0","6.3","3.9","-0.1","45","0.0"
"","Mizoram","92","2","1.8","1.0","0.1","26","0.0"
"","Nagaland","121","0","2.3","1.8","0.2","21","0.0"
"","Tripura","212","0","3.1","1.6","-0.1","29","0.0"
